image,article,kind,space,config,algo,n,unique,collapse,n_clusters,noise_frac,top_color,top_frac,recall,hits,n_roles,t_dedup_ms,t_core_ms,t_extract_ms,wall_s,ok,error
Bild_Koeln_01_prepped,bild_koeln,preprocessed,rgb,optics-thr,optics-threshold,48640,7383,6.59,8,0.0308,gray,0.439,0.333,1,3,1.5,46.0,1.9,0.49,1,
Bild_Koeln_01_prepped,bild_koeln,preprocessed,rgb,optics-xi05,optics-xi,48640,7383,6.59,69,0.0343,gray,0.438,0.333,1,3,1.5,45.0,2.8,0.46,1,
Bild_Koeln_01_prepped,bild_koeln,preprocessed,rgb,optics-xi01,optics-xi,48640,7383,6.59,87,0.0043,gray,0.987,0.0,0,3,1.6,45.3,4.1,0.47,1,
Bild_Koeln_01_prepped,bild_koeln,preprocessed,rgb,hdbscan-sm,hdbscan,48640,7383,6.59,18,0.3787,gray,0.136,0.667,2,3,1.3,151.0,0,0.56,1,
Bild_Koeln_01_prepped,bild_koeln,preprocessed,rgb,hdbscan-lg,hdbscan,48640,7383,6.59,7,0.1608,gray,0.392,0.667,2,3,1.6,229.7,0,0.67,1,
Bild_Koeln_01_prepped,bild_koeln,preprocessed,rgb,shdbscan,shdbscan,48640,7383,6.59,18,0.3806,gray,0.15,0.667,2,3,1.6,4527.4,0,4.97,1,
Bild_Koeln_01_prepped,bild_koeln,preprocessed,rgb,soptics,soptics,48640,7383,6.59,6,0.0242,gray,0.48,0.333,1,3,1.7,749.4,2.4,1.23,1,
Bild_Koeln_01_prepped,bild_koeln,preprocessed,lab,optics-thr,optics-threshold,48640,7383,6.59,9,0.0346,gray,0.44,0.667,2,3,1.5,65.6,2.1,0.58,1,
Bild_Koeln_01_prepped,bild_koeln,preprocessed,lab,optics-xi05,optics-xi,48640,7383,6.59,81,0.1159,gray,0.234,0.667,2,3,1.5,64.8,2.5,0.57,1,
Bild_Koeln_01_prepped,bild_koeln,preprocessed,lab,optics-xi01,optics-xi,48640,7383,6.59,190,0.0122,gray,0.85,0.333,1,3,1.5,65.7,3.9,0.53,1,
Bild_Koeln_01_prepped,bild_koeln,preprocessed,lab,hdbscan-sm,hdbscan,48640,7383,6.59,13,0.282,gray,0.326,0.667,2,3,1.5,163.4,0,0.63,1,
Bild_Koeln_01_prepped,bild_koeln,preprocessed,lab,hdbscan-lg,hdbscan,48640,7383,6.59,8,0.1319,gray,0.394,0.667,2,3,1.7,205.1,0,0.64,1,
Bild_Koeln_01_prepped,bild_koeln,preprocessed,lab,shdbscan,shdbscan,48640,7383,6.59,14,0.3222,gray,0.325,0.667,2,3,1.4,4306.2,0,4.77,1,
Bild_Koeln_01_prepped,bild_koeln,preprocessed,lab,soptics,soptics,48640,7383,6.59,6,0.0313,gray,0.821,0.333,1,3,1.6,629.1,2.0,1.1,1,
Bild_Koeln_02_prepped,bild_koeln,preprocessed,rgb,optics-thr,optics-threshold,48896,8541,5.72,9,0.0342,gray,0.415,0.333,1,3,1.5,56.2,1.9,0.48,1,
Bild_Koeln_02_prepped,bild_koeln,preprocessed,rgb,optics-xi05,optics-xi,48896,8541,5.72,105,0.0045,gray,0.957,0.333,1,3,3.0,56.9,3.4,0.52,1,
Bild_Koeln_02_prepped,bild_koeln,preprocessed,rgb,optics-xi01,optics-xi,48896,8541,5.72,123,0.0045,gray,0.917,0.333,1,3,1.8,58.0,4.8,0.53,1,
Bild_Koeln_02_prepped,bild_koeln,preprocessed,rgb,hdbscan-sm,hdbscan,48896,8541,5.72,31,0.3781,gray,0.106,0.667,2,3,1.9,228.2,0,0.63,1,
Bild_Koeln_02_prepped,bild_koeln,preprocessed,rgb,hdbscan-lg,hdbscan,48896,8541,5.72,8,0.1188,gray,0.416,0.667,2,3,1.7,240.1,0,0.61,1,
Bild_Koeln_02_prepped,bild_koeln,preprocessed,rgb,shdbscan,shdbscan,48896,8541,5.72,21,0.2613,gray,0.402,0.667,2,3,1.7,5630.5,0,6.04,1,
Bild_Koeln_02_prepped,bild_koeln,preprocessed,rgb,soptics,soptics,48896,8541,5.72,6,0.0282,gray,0.424,0.333,1,3,1.9,844.8,2.2,1.33,1,
Bild_Koeln_02_prepped,bild_koeln,preprocessed,lab,optics-thr,optics-threshold,48896,8541,5.72,10,0.0426,gray,0.415,0.667,2,3,1.9,66.8,2.4,0.57,1,
Bild_Koeln_02_prepped,bild_koeln,preprocessed,lab,optics-xi05,optics-xi,48896,8541,5.72,129,0.0642,gray,0.42,0.667,2,3,1.8,66.7,2.8,0.58,1,
Bild_Koeln_02_prepped,bild_koeln,preprocessed,lab,optics-xi01,optics-xi,48896,8541,5.72,252,0.013,black,0.51,0.333,1,3,1.7,65.7,4.6,0.57,1,
Bild_Koeln_02_prepped,bild_koeln,preprocessed,lab,hdbscan-sm,hdbscan,48896,8541,5.72,19,0.2144,gray,0.407,0.667,2,3,1.6,229.3,0,0.72,1,
Bild_Koeln_02_prepped,bild_koeln,preprocessed,lab,hdbscan-lg,hdbscan,48896,8541,5.72,8,0.1456,gray,0.416,0.667,2,3,1.6,314.3,0,0.81,1,
Bild_Koeln_02_prepped,bild_koeln,preprocessed,lab,shdbscan,shdbscan,48896,8541,5.72,30,0.2886,gray,0.406,0.667,2,3,1.6,5690.8,0,6.15,1,
Bild_Koeln_02_prepped,bild_koeln,preprocessed,lab,soptics,soptics,48896,8541,5.72,6,0.0291,gray,0.907,0.0,0,3,1.6,817.5,2.3,1.33,1,
Spiegel_ChatGPT_01_prepped,spiegel_chatgpt,preprocessed,rgb,optics-thr,optics-threshold,49664,8214,6.05,7,0.0425,brown,0.649,0.0,0,3,1.7,81.8,2.1,0.55,1,
Spiegel_ChatGPT_01_prepped,spiegel_chatgpt,preprocessed,rgb,optics-xi05,optics-xi,49664,8214,6.05,143,0.0215,brown,0.646,0.0,0,3,1.6,80.6,3.3,0.55,1,
Spiegel_ChatGPT_01_prepped,spiegel_chatgpt,preprocessed,rgb,optics-xi01,optics-xi,49664,8214,6.05,156,0.0081,gray,0.86,0.0,0,3,1.6,80.7,4.3,0.54,1,
Spiegel_ChatGPT_01_prepped,spiegel_chatgpt,preprocessed,rgb,hdbscan-sm,hdbscan,49664,8214,6.05,54,0.4147,black,0.132,0.333,1,3,1.8,208.7,0,0.65,1,
Spiegel_ChatGPT_01_prepped,spiegel_chatgpt,preprocessed,rgb,hdbscan-lg,hdbscan,49664,8214,6.05,4,0.0931,brown,0.641,0.0,0,3,1.6,259.5,0,0.7,1,
Spiegel_ChatGPT_01_prepped,spiegel_chatgpt,preprocessed,rgb,shdbscan,shdbscan,49664,8214,6.05,45,0.5105,black,0.132,0.333,1,3,1.7,5017.1,0,5.47,1,
Spiegel_ChatGPT_01_prepped,spiegel_chatgpt,preprocessed,rgb,soptics,soptics,49664,8214,6.05,4,0.0526,gray,0.812,0.0,0,3,1.6,1058.6,2.3,1.5,1,
Spiegel_ChatGPT_01_prepped,spiegel_chatgpt,preprocessed,lab,optics-thr,optics-threshold,49664,8214,6.05,7,0.033,brown,0.646,0.0,0,3,1.6,80.5,2.2,0.58,1,
Spiegel_ChatGPT_01_prepped,spiegel_chatgpt,preprocessed,lab,optics-xi05,optics-xi,49664,8214,6.05,190,0.0124,brown,0.647,0.0,0,3,1.6,81.5,3.3,0.58,1,
Spiegel_ChatGPT_01_prepped,spiegel_chatgpt,preprocessed,lab,optics-xi01,optics-xi,49664,8214,6.05,289,0.0124,brown,0.647,0.0,0,3,1.8,79.2,4.1,0.59,1,
Spiegel_ChatGPT_01_prepped,spiegel_chatgpt,preprocessed,lab,hdbscan-sm,hdbscan,49664,8214,6.05,45,0.4227,black,0.129,0.333,1,3,1.6,205.5,0,0.66,1,
Spiegel_ChatGPT_01_prepped,spiegel_chatgpt,preprocessed,lab,hdbscan-lg,hdbscan,49664,8214,6.05,5,0.1129,brown,0.64,0.0,0,3,1.6,253.8,0,0.74,1,
Spiegel_ChatGPT_01_prepped,spiegel_chatgpt,preprocessed,lab,shdbscan,shdbscan,49664,8214,6.05,14,0.3018,gray,0.418,0.333,1,3,1.7,5169.5,0,5.62,1,
Spiegel_ChatGPT_01_prepped,spiegel_chatgpt,preprocessed,lab,soptics,soptics,49664,8214,6.05,3,0.0621,brown,0.598,0.0,0,3,1.6,780.2,2.1,1.23,1,
Spiegel_ChatGPT_02_prepped,spiegel_chatgpt,preprocessed,rgb,optics-thr,optics-threshold,45824,7709,5.94,9,0.0344,brown,0.616,0.0,0,3,1.9,99.7,2.0,0.56,1,
Spiegel_ChatGPT_02_prepped,spiegel_chatgpt,preprocessed,rgb,optics-xi05,optics-xi,45824,7709,5.94,110,0.039,brown,0.614,0.0,0,3,1.5,99.0,2.8,0.54,1,
Spiegel_ChatGPT_02_prepped,spiegel_chatgpt,preprocessed,rgb,optics-xi01,optics-xi,45824,7709,5.94,136,0.0102,brown,0.822,0.0,0,3,1.5,100.8,3.7,0.53,1,
Spiegel_ChatGPT_02_prepped,spiegel_chatgpt,preprocessed,rgb,hdbscan-sm,hdbscan,45824,7709,5.94,9,0.1962,brown,0.601,0.0,0,3,1.5,179.3,0,0.6,1,
Spiegel_ChatGPT_02_prepped,spiegel_chatgpt,preprocessed,rgb,hdbscan-lg,hdbscan,45824,7709,5.94,4,0.1588,brown,0.613,0.0,0,3,1.7,237.0,0,0.63,1,
Spiegel_ChatGPT_02_prepped,spiegel_chatgpt,preprocessed,rgb,shdbscan,shdbscan,45824,7709,5.94,8,0.2038,brown,0.599,0.0,0,3,1.5,4318.8,0,4.69,1,
Spiegel_ChatGPT_02_prepped,spiegel_chatgpt,preprocessed,rgb,soptics,soptics,45824,7709,5.94,6,0.0337,brown,0.613,0.0,0,3,1.7,870.3,2.4,1.31,1,
Spiegel_ChatGPT_02_prepped,spiegel_chatgpt,preprocessed,lab,optics-thr,optics-threshold,45824,7709,5.94,6,0.0434,brown,0.615,0.0,0,3,1.7,73.5,1.9,0.52,1,
Spiegel_ChatGPT_02_prepped,spiegel_chatgpt,preprocessed,lab,optics-xi05,optics-xi,45824,7709,5.94,167,0.0106,brown,0.617,0.0,0,3,1.3,72.4,2.6,0.49,1,
Spiegel_ChatGPT_02_prepped,spiegel_chatgpt,preprocessed,lab,optics-xi01,optics-xi,45824,7709,5.94,258,0.0106,brown,0.617,0.0,0,3,1.6,83.7,4.2,0.59,1,
Spiegel_ChatGPT_02_prepped,spiegel_chatgpt,preprocessed,lab,hdbscan-sm,hdbscan,45824,7709,5.94,10,0.183,brown,0.601,0.0,0,3,1.7,183.0,0,0.59,1,
Spiegel_ChatGPT_02_prepped,spiegel_chatgpt,preprocessed,lab,hdbscan-lg,hdbscan,45824,7709,5.94,5,0.1835,brown,0.615,0.0,0,3,1.5,235.5,0,0.65,1,
Spiegel_ChatGPT_02_prepped,spiegel_chatgpt,preprocessed,lab,shdbscan,shdbscan,45824,7709,5.94,10,0.1935,brown,0.596,0.0,0,3,1.5,4438.1,0,4.89,1,
Spiegel_ChatGPT_02_prepped,spiegel_chatgpt,preprocessed,lab,soptics,soptics,45824,7709,5.94,3,0.0423,brown,0.588,0.0,0,3,1.6,716.3,2.1,1.18,1,
Spiegel_ChatGPT_03_prepped,spiegel_chatgpt,preprocessed,rgb,optics-thr,optics-threshold,46592,8689,5.36,5,0.0656,brown,0.644,0.0,0,3,1.8,67.5,2.2,0.49,1,
Spiegel_ChatGPT_03_prepped,spiegel_chatgpt,preprocessed,rgb,optics-xi05,optics-xi,46592,8689,5.36,131,0.0316,brown,0.647,0.0,0,3,1.5,58.2,3.3,0.5,1,
Spiegel_ChatGPT_03_prepped,spiegel_chatgpt,preprocessed,rgb,optics-xi01,optics-xi,46592,8689,5.36,142,0.0316,brown,0.647,0.0,0,3,1.5,56.6,3.7,0.46,1,
Spiegel_ChatGPT_03_prepped,spiegel_chatgpt,preprocessed,rgb,hdbscan-sm,hdbscan,46592,8689,5.36,8,0.1904,brown,0.629,0.0,0,3,1.5,212.5,0,0.62,1,
Spiegel_ChatGPT_03_prepped,spiegel_chatgpt,preprocessed,rgb,hdbscan-lg,hdbscan,46592,8689,5.36,4,0.1148,brown,0.644,0.0,0,3,1.7,277.7,0,0.68,1,
Spiegel_ChatGPT_03_prepped,spiegel_chatgpt,preprocessed,rgb,shdbscan,shdbscan,46592,8689,5.36,8,0.2064,brown,0.624,0.0,0,3,1.5,5423.9,0,5.82,1,
Spiegel_ChatGPT_03_prepped,spiegel_chatgpt,preprocessed,rgb,soptics,soptics,46592,8689,5.36,6,0.0388,brown,0.625,0.0,0,3,1.8,1001.5,2.2,1.47,1,
Spiegel_ChatGPT_03_prepped,spiegel_chatgpt,preprocessed,lab,optics-thr,optics-threshold,46592,8689,5.36,6,0.0513,brown,0.643,0.0,0,3,1.6,70.5,2.3,0.57,1,
Spiegel_ChatGPT_03_prepped,spiegel_chatgpt,preprocessed,lab,optics-xi05,optics-xi,46592,8689,5.36,181,0.025,brown,0.646,0.0,0,3,1.6,71.4,2.8,0.54,1,
Spiegel_ChatGPT_03_prepped,spiegel_chatgpt,preprocessed,lab,optics-xi01,optics-xi,46592,8689,5.36,267,0.025,brown,0.646,0.0,0,3,1.6,71.1,4.1,0.52,1,
Spiegel_ChatGPT_03_prepped,spiegel_chatgpt,preprocessed,lab,hdbscan-sm,hdbscan,46592,8689,5.36,7,0.1977,brown,0.63,0.0,0,3,1.6,239.5,0,0.68,1,
Spiegel_ChatGPT_03_prepped,spiegel_chatgpt,preprocessed,lab,hdbscan-lg,hdbscan,46592,8689,5.36,4,0.1168,brown,0.645,0.0,0,3,1.8,297.4,0,0.74,1,
Spiegel_ChatGPT_03_prepped,spiegel_chatgpt,preprocessed,lab,shdbscan,shdbscan,46592,8689,5.36,7,0.2125,brown,0.616,0.0,0,3,1.6,5493.7,0,5.94,1,
Spiegel_ChatGPT_03_prepped,spiegel_chatgpt,preprocessed,lab,soptics,soptics,46592,8689,5.36,3,0.0573,brown,0.602,0.0,0,3,2.7,826.9,2.0,1.27,1,
Spiegel_Hoffnung_01_prepped,spiegel_hoffnung,preprocessed,rgb,optics-thr,optics-threshold,48896,7450,6.56,6,0.0485,gray,0.476,0.8,4,5,1.3,53.0,1.8,0.49,1,
Spiegel_Hoffnung_01_prepped,spiegel_hoffnung,preprocessed,rgb,optics-xi05,optics-xi,48896,7450,6.56,88,0.0337,gray,0.484,0.8,4,5,1.3,53.4,3.2,0.48,1,
Spiegel_Hoffnung_01_prepped,spiegel_hoffnung,preprocessed,rgb,optics-xi01,optics-xi,48896,7450,6.56,105,0.0337,blue,0.394,0.8,4,5,1.5,61.0,3.6,0.55,1,
Spiegel_Hoffnung_01_prepped,spiegel_hoffnung,preprocessed,rgb,hdbscan-sm,hdbscan,48896,7450,6.56,26,0.4201,blue,0.147,0.8,4,5,1.7,165.7,0,0.59,1,
Spiegel_Hoffnung_01_prepped,spiegel_hoffnung,preprocessed,rgb,hdbscan-lg,hdbscan,48896,7450,6.56,5,0.0579,blue,0.404,0.8,4,5,1.7,201.9,0,0.63,1,
Spiegel_Hoffnung_01_prepped,spiegel_hoffnung,preprocessed,rgb,shdbscan,shdbscan,48896,7450,6.56,25,0.412,blue,0.185,0.8,4,5,1.6,4699.3,0,5.09,1,
Spiegel_Hoffnung_01_prepped,spiegel_hoffnung,preprocessed,rgb,soptics,soptics,48896,7450,6.56,5,0.0393,gray,0.47,0.8,4,5,1.6,611.2,1.8,1.08,1,
Spiegel_Hoffnung_01_prepped,spiegel_hoffnung,preprocessed,lab,optics-thr,optics-threshold,48896,7450,6.56,5,0.0436,gray,0.476,0.8,4,5,1.3,68.0,1.9,0.53,1,
Spiegel_Hoffnung_01_prepped,spiegel_hoffnung,preprocessed,lab,optics-xi05,optics-xi,48896,7450,6.56,148,0.0263,gray,0.735,0.6,3,5,1.5,67.9,2.5,0.55,1,
Spiegel_Hoffnung_01_prepped,spiegel_hoffnung,preprocessed,lab,optics-xi01,optics-xi,48896,7450,6.56,233,0.0263,gray,0.735,0.6,3,5,1.3,75.5,3.8,0.57,1,
Spiegel_Hoffnung_01_prepped,spiegel_hoffnung,preprocessed,lab,hdbscan-sm,hdbscan,48896,7450,6.56,35,0.4694,red,0.132,0.8,4,5,1.7,166.4,0,0.6,1,
Spiegel_Hoffnung_01_prepped,spiegel_hoffnung,preprocessed,lab,hdbscan-lg,hdbscan,48896,7450,6.56,9,0.2312,white,0.227,0.8,4,5,1.6,205.0,0,0.67,1,
Spiegel_Hoffnung_01_prepped,spiegel_hoffnung,preprocessed,lab,shdbscan,shdbscan,48896,7450,6.56,27,0.4691,red,0.132,0.8,4,5,1.5,4851.0,0,5.3,1,
Spiegel_Hoffnung_01_prepped,spiegel_hoffnung,preprocessed,lab,soptics,soptics,48896,7450,6.56,5,0.0365,gray,0.476,0.8,4,5,1.5,609.1,2.0,1.12,1,
Spiegel_Hoffnung_02_prepped,spiegel_hoffnung,preprocessed,rgb,optics-thr,optics-threshold,49152,8509,5.78,12,0.0538,blue,0.379,0.8,4,5,1.6,63.9,2.1,0.53,1,
Spiegel_Hoffnung_02_prepped,spiegel_hoffnung,preprocessed,rgb,optics-xi05,optics-xi,49152,8509,5.78,100,0.0322,blue,0.38,0.8,4,5,1.8,64.6,3.2,0.53,1,
Spiegel_Hoffnung_02_prepped,spiegel_hoffnung,preprocessed,rgb,optics-xi01,optics-xi,49152,8509,5.78,108,0.0322,blue,0.38,0.8,4,5,1.9,65.9,3.7,0.52,1,
Spiegel_Hoffnung_02_prepped,spiegel_hoffnung,preprocessed,rgb,hdbscan-sm,hdbscan,49152,8509,5.78,15,0.2815,blue,0.37,0.8,4,5,1.6,207.9,0,0.69,1,
Spiegel_Hoffnung_02_prepped,spiegel_hoffnung,preprocessed,rgb,hdbscan-lg,hdbscan,49152,8509,5.78,9,0.378,blue,0.21,1.0,5,5,1.6,268.2,0,0.69,1,
Spiegel_Hoffnung_02_prepped,spiegel_hoffnung,preprocessed,rgb,shdbscan,shdbscan,49152,8509,5.78,26,0.4479,red,0.132,0.8,4,5,1.6,5879.1,0,6.31,1,
Spiegel_Hoffnung_02_prepped,spiegel_hoffnung,preprocessed,rgb,soptics,soptics,49152,8509,5.78,3,0.0492,gray,0.84,0.4,2,5,1.8,757.2,2.4,1.22,1,
Spiegel_Hoffnung_02_prepped,spiegel_hoffnung,preprocessed,lab,optics-thr,optics-threshold,49152,8509,5.78,10,0.0429,blue,0.378,0.8,4,5,1.8,91.3,2.2,0.6,1,
Spiegel_Hoffnung_02_prepped,spiegel_hoffnung,preprocessed,lab,optics-xi05,optics-xi,49152,8509,5.78,135,0.0202,blue,0.402,0.8,4,5,1.6,90.5,2.6,0.6,1,
Spiegel_Hoffnung_02_prepped,spiegel_hoffnung,preprocessed,lab,optics-xi01,optics-xi,49152,8509,5.78,240,0.0202,blue,0.402,0.8,4,5,1.6,90.1,4.1,0.59,1,
Spiegel_Hoffnung_02_prepped,spiegel_hoffnung,preprocessed,lab,hdbscan-sm,hdbscan,49152,8509,5.78,19,0.3083,blue,0.373,0.8,4,5,1.6,212.9,0,0.72,1,
Spiegel_Hoffnung_02_prepped,spiegel_hoffnung,preprocessed,lab,hdbscan-lg,hdbscan,49152,8509,5.78,7,0.2155,blue,0.392,1.0,5,5,1.6,273.7,0,0.7,1,
Spiegel_Hoffnung_02_prepped,spiegel_hoffnung,preprocessed,lab,shdbscan,shdbscan,49152,8509,5.78,27,0.5464,red,0.133,0.8,4,5,1.7,5941.4,0,6.44,1,
Spiegel_Hoffnung_02_prepped,spiegel_hoffnung,preprocessed,lab,soptics,soptics,49152,8509,5.78,8,0.0541,blue,0.376,0.8,4,5,1.6,683.4,2.4,1.19,1,
Spiegel_Mutante_01_prepped,spiegel_mutante,preprocessed,rgb,optics-thr,optics-threshold,51456,3485,14.77,6,0.028,black,0.436,0.75,3,4,1.1,20.3,1.4,0.47,1,
Spiegel_Mutante_01_prepped,spiegel_mutante,preprocessed,rgb,optics-xi05,optics-xi,51456,3485,14.77,70,0.0188,black,0.436,0.75,3,4,1.1,20.4,2.1,0.52,1,
Spiegel_Mutante_01_prepped,spiegel_mutante,preprocessed,rgb,optics-xi01,optics-xi,51456,3485,14.77,78,0.0177,black,0.436,0.75,3,4,1.3,20.2,2.0,0.45,1,
Spiegel_Mutante_01_prepped,spiegel_mutante,preprocessed,rgb,hdbscan-sm,hdbscan,51456,3485,14.77,29,0.6908,green,0.035,0.75,3,4,1.2,42.7,0,0.45,1,
Spiegel_Mutante_01_prepped,spiegel_mutante,preprocessed,rgb,hdbscan-lg,hdbscan,51456,3485,14.77,9,0.3495,red,0.207,0.75,3,4,1.1,66.6,0,0.5,1,
Spiegel_Mutante_01_prepped,spiegel_mutante,preprocessed,rgb,shdbscan,shdbscan,51456,3485,14.77,29,0.6983,green,0.035,0.75,3,4,1.1,1326.6,0,1.78,1,
Spiegel_Mutante_01_prepped,spiegel_mutante,preprocessed,rgb,soptics,soptics,51456,3485,14.77,5,0.0144,black,0.729,0.5,2,4,1.3,278.8,1.3,0.76,1,
Spiegel_Mutante_01_prepped,spiegel_mutante,preprocessed,lab,optics-thr,optics-threshold,51456,3485,14.77,6,0.0229,black,0.436,0.75,3,4,1.1,27.3,1.3,0.54,1,
Spiegel_Mutante_01_prepped,spiegel_mutante,preprocessed,lab,optics-xi05,optics-xi,51456,3485,14.77,141,0.0116,black,0.436,0.75,3,4,1.1,27.4,2.2,0.53,1,
Spiegel_Mutante_01_prepped,spiegel_mutante,preprocessed,lab,optics-xi01,optics-xi,51456,3485,14.77,199,0.0116,black,0.436,0.75,3,4,1.1,27.5,2.9,0.54,1,
Spiegel_Mutante_01_prepped,spiegel_mutante,preprocessed,lab,hdbscan-sm,hdbscan,51456,3485,14.77,24,0.6755,red,0.116,0.75,3,4,1.0,43.5,0,0.55,1,
Spiegel_Mutante_01_prepped,spiegel_mutante,preprocessed,lab,hdbscan-lg,hdbscan,51456,3485,14.77,8,0.3423,black,0.209,0.75,3,4,1.1,64.5,0,0.53,1,
Spiegel_Mutante_01_prepped,spiegel_mutante,preprocessed,lab,shdbscan,shdbscan,51456,3485,14.77,23,0.6793,red,0.116,0.75,3,4,1.1,1325.2,0,1.82,1,
Spiegel_Mutante_01_prepped,spiegel_mutante,preprocessed,lab,soptics,soptics,51456,3485,14.77,4,0.0124,black,0.727,0.5,2,4,1.1,281.9,1.3,0.8,1,
Spiegel_Mutante_02_prepped,spiegel_mutante,preprocessed,rgb,optics-thr,optics-threshold,48640,3461,14.05,6,0.0282,black,0.437,0.75,3,4,1.2,24.4,1.5,0.46,1,
Spiegel_Mutante_02_prepped,spiegel_mutante,preprocessed,rgb,optics-xi05,optics-xi,48640,3461,14.05,76,0.0123,black,0.437,0.75,3,4,1.1,23.6,2.0,0.47,1,
Spiegel_Mutante_02_prepped,spiegel_mutante,preprocessed,rgb,optics-xi01,optics-xi,48640,3461,14.05,79,0.0123,black,0.437,0.75,3,4,1.4,23.9,1.8,0.46,1,
Spiegel_Mutante_02_prepped,spiegel_mutante,preprocessed,rgb,hdbscan-sm,hdbscan,48640,3461,14.05,30,0.6122,green,0.042,0.75,3,4,1.1,41.7,0,0.45,1,
Spiegel_Mutante_02_prepped,spiegel_mutante,preprocessed,rgb,hdbscan-lg,hdbscan,48640,3461,14.05,7,0.2154,black,0.274,0.75,3,4,1.1,61.0,0,0.5,1,
Spiegel_Mutante_02_prepped,spiegel_mutante,preprocessed,rgb,shdbscan,shdbscan,48640,3461,14.05,32,0.6174,green,0.042,0.75,3,4,1.0,1160.2,0,1.57,1,
Spiegel_Mutante_02_prepped,spiegel_mutante,preprocessed,rgb,soptics,soptics,48640,3461,14.05,8,0.0175,black,0.726,0.5,2,4,1.0,243.6,1.2,0.63,1,
Spiegel_Mutante_02_prepped,spiegel_mutante,preprocessed,lab,optics-thr,optics-threshold,48640,3461,14.05,7,0.0314,black,0.437,0.75,3,4,1.3,26.6,1.3,0.51,1,
Spiegel_Mutante_02_prepped,spiegel_mutante,preprocessed,lab,optics-xi05,optics-xi,48640,3461,14.05,153,0.0215,black,0.437,0.75,3,4,1.3,26.2,2.1,0.5,1,
Spiegel_Mutante_02_prepped,spiegel_mutante,preprocessed,lab,optics-xi01,optics-xi,48640,3461,14.05,225,0.0215,black,0.437,0.75,3,4,1.1,26.0,2.5,0.54,1,
Spiegel_Mutante_02_prepped,spiegel_mutante,preprocessed,lab,hdbscan-sm,hdbscan,48640,3461,14.05,11,0.5638,red,0.175,0.75,3,4,1.1,41.1,0,0.51,1,
Spiegel_Mutante_02_prepped,spiegel_mutante,preprocessed,lab,hdbscan-lg,hdbscan,48640,3461,14.05,6,0.2076,black,0.274,0.75,3,4,1.2,67.7,0,0.51,1,
Spiegel_Mutante_02_prepped,spiegel_mutante,preprocessed,lab,shdbscan,shdbscan,48640,3461,14.05,25,0.5839,red,0.175,0.75,3,4,1.1,1254.6,0,1.7,1,
Spiegel_Mutante_02_prepped,spiegel_mutante,preprocessed,lab,soptics,soptics,48640,3461,14.05,5,0.0187,black,0.438,0.75,3,4,1.1,251.8,1.3,0.75,1,
